stable_gene_id,KO_E12_FCL_1,KO_E12_FCL_2,KO_E12_FCL_3,S200A_3_FCL_1,S200A_3_FCL_2,S200A_3_FCL_3,S200A_5_FCL_1,S200A_5_FCL_2,S200WT_1_FCL_1,S200WT_1_FCL_2,S200WT_2_FCL_3
ENSMUSG00000002221,379,397,241,111,284,444,195,236,2,6,91
ENSMUSG00000002222,534,507,285,109,463,848,236,467,2,11,212
ENSMUSG00000002227,658,669,395,199,482,963,396,330,9,9,129
ENSMUSG00000002228,197,175,128,121,124,132,212,88,6,18,162
ENSMUSG00000002233,475,423,344,553,557,466,1059,307,97,200,949
ENSMUSG00000002240,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002249,4,2,1,8,13,21,21,15,3,1,23
ENSMUSG00000002250,126,145,101,69,111,128,137,89,20,18,267
ENSMUSG00000002257,250,240,197,186,298,320,453,180,7,37,291
ENSMUSG00000002265,1674,1653,1394,1270,2049,1961,1804,1009,25,53,193
ENSMUSG00000002266,13,12,9,0,8,6,7,1,3,0,12
ENSMUSG00000002274,131,163,131,187,203,160,307,80,24,37,165
ENSMUSG00000002279,80,78,63,85,128,103,247,80,10,20,115
ENSMUSG00000002280,151,149,122,83,135,128,132,88,5,4,111
ENSMUSG00000002289,249,130,144,187,313,240,409,145,1,16,113
ENSMUSG00000002297,3899,3105,2960,2265,4087,3348,4024,2457,124,276,1612
ENSMUSG00000002307,1102,839,830,530,1309,1164,1079,696,44,70,575
ENSMUSG00000002308,410,417,313,447,530,551,663,240,27,60,344
ENSMUSG00000002319,666,691,484,583,793,886,1046,443,42,93,586
ENSMUSG00000002320,26,21,23,9,23,16,38,12,3,6,13
ENSMUSG00000002324,36,52,20,43,48,68,113,44,8,18,102
ENSMUSG00000002325,197,178,130,207,261,219,272,99,9,33,187
ENSMUSG00000002326,164,101,95,98,115,153,167,88,4,8,146
ENSMUSG00000002329,443,297,308,351,507,394,496,244,8,57,290
ENSMUSG00000002332,435,338,315,353,610,446,757,362,5,52,452
ENSMUSG00000002341,2,10,2,2,3,6,2,5,0,1,3
ENSMUSG00000002342,386,300,324,262,497,359,501,254,7,27,351
ENSMUSG00000002343,383,309,268,236,312,319,313,198,8,32,175
ENSMUSG00000002345,291,248,223,326,284,292,392,193,22,41,249
ENSMUSG00000002346,12,23,18,6,16,18,6,21,1,2,5
ENSMUSG00000002365,46,33,20,12,62,91,31,66,1,4,30
ENSMUSG00000002372,708,555,521,791,908,774,872,465,16,76,403
ENSMUSG00000002379,1749,1561,1177,1704,2124,2250,2702,1223,87,247,1587
ENSMUSG00000002384,2,1,1,0,3,4,0,2,0,0,16
ENSMUSG00000002393,230,228,189,305,426,353,530,246,20,50,421
ENSMUSG00000002395,2699,1919,1934,2158,3119,2604,3192,1577,45,212,1395
ENSMUSG00000002396,290,182,215,181,229,170,270,148,10,58,286
ENSMUSG00000002409,19,19,14,4,20,19,30,13,0,0,40
ENSMUSG00000002413,357,290,300,490,514,346,750,273,43,95,598
ENSMUSG00000002416,1938,1370,1229,1871,2890,2307,3191,1512,55,221,1793
ENSMUSG00000002428,405,374,321,305,447,434,419,206,13,36,143
ENSMUSG00000002455,1436,1307,1038,1232,1813,1780,1982,945,56,151,1195
ENSMUSG00000002458,162,124,88,128,216,180,215,154,4,14,115
ENSMUSG00000002459,2,0,0,0,0,0,2,2,0,0,2
ENSMUSG00000002475,5,3,1,2,4,3,0,5,0,0,4
ENSMUSG00000002477,4508,3438,3163,3254,6273,5439,6362,3552,49,345,2628
ENSMUSG00000002486,256,196,221,217,375,221,360,142,13,40,257
ENSMUSG00000002489,111,135,137,109,272,178,210,109,4,3,93
ENSMUSG00000002496,184,158,131,156,247,230,235,145,22,21,228
ENSMUSG00000002500,12,11,5,12,10,13,37,8,1,5,32
ENSMUSG00000002504,165,113,136,142,231,265,371,119,15,25,180
ENSMUSG00000002524,1957,1568,1433,2156,2124,2024,3261,1331,108,419,1884
ENSMUSG00000002546,292,268,256,344,443,315,594,219,31,65,570
ENSMUSG00000002550,230,191,199,217,374,353,461,198,14,45,243
ENSMUSG00000002565,0,1,0,0,1,1,0,0,0,0,0
ENSMUSG00000002578,35,32,32,15,68,41,101,56,1,1,38
ENSMUSG00000002580,517,360,311,492,596,486,864,289,34,80,508
ENSMUSG00000002588,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000002602,9,4,3,3,13,6,23,1,1,5,33
ENSMUSG00000002603,29,28,30,25,32,20,65,14,8,20,71
ENSMUSG00000002608,284,263,229,310,345,238,462,179,24,47,441
ENSMUSG00000002617,29,42,29,13,35,28,42,28,0,5,20
ENSMUSG00000002625,125,120,128,205,240,120,349,88,55,69,411
ENSMUSG00000002633,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002635,482,384,277,59,363,495,187,334,2,3,119
ENSMUSG00000002658,963,719,740,819,1263,1000,1412,545,56,99,805
ENSMUSG00000002660,978,763,681,946,1146,1061,1364,588,43,88,618
ENSMUSG00000002661,294,206,189,148,325,324,310,210,15,32,257
ENSMUSG00000002664,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002668,13,20,12,49,60,50,69,38,7,8,44
ENSMUSG00000002679,244,233,209,83,173,301,156,184,6,8,123
ENSMUSG00000002688,9,4,3,0,8,20,10,9,1,0,12
ENSMUSG00000002699,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002718,1867,1558,1279,687,1960,2311,1528,1541,13,84,905
ENSMUSG00000002728,543,601,254,244,287,1177,382,408,13,30,148
ENSMUSG00000002731,70,64,63,105,139,148,244,115,11,17,127
ENSMUSG00000002732,14,17,4,25,41,25,43,33,0,5,14
ENSMUSG00000002733,299,220,181,206,496,513,237,263,15,16,117
ENSMUSG00000002741,675,596,517,470,863,820,737,549,14,57,520
ENSMUSG00000002748,1865,1605,1627,1965,2954,1895,3254,1331,111,243,1682
ENSMUSG00000002763,31,22,25,29,30,45,67,14,4,8,51
ENSMUSG00000002767,1124,1164,760,591,977,1176,1387,593,47,124,557
ENSMUSG00000002768,506,459,398,613,657,581,830,315,51,104,592
ENSMUSG00000002769,16,8,5,11,11,17,67,34,1,4,23
ENSMUSG00000002771,6,0,10,1,6,1,12,8,0,1,8
ENSMUSG00000002778,900,712,634,797,1832,1369,1832,904,15,99,1065
ENSMUSG00000002781,100,82,77,66,107,92,158,69,5,9,34
ENSMUSG00000002791,0,0,0,1,0,0,0,0,0,0,1
ENSMUSG00000002797,433,373,341,451,526,442,623,274,25,64,325
ENSMUSG00000002799,35,52,28,23,46,54,64,40,5,2,67
ENSMUSG00000002803,77,48,51,58,91,71,77,42,4,11,89
ENSMUSG00000002804,208,223,143,216,206,248,332,149,13,38,198
ENSMUSG00000002808,56,49,26,31,62,85,66,71,0,1,15
ENSMUSG00000002812,228,213,202,262,338,262,514,158,33,56,382
ENSMUSG00000002814,125,89,86,107,158,150,155,112,5,8,64
ENSMUSG00000002820,137,126,93,140,138,134,260,103,15,36,197
ENSMUSG00000002825,385,365,266,119,351,493,274,205,4,11,212
ENSMUSG00000002831,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002833,727,786,627,786,1056,991,1308,459,57,117,694
ENSMUSG00000002835,579,572,559,741,1004,746,1530,508,64,118,556
ENSMUSG00000002844,520,380,323,539,939,869,934,546,9,47,369
ENSMUSG00000002845,225,178,118,122,183,303,211,161,8,21,157
ENSMUSG00000002846,212,122,129,46,175,215,137,158,8,10,138
ENSMUSG00000002847,0,0,0,0,2,3,6,1,0,0,2
ENSMUSG00000002870,3066,2798,1948,1196,2633,3564,2495,2009,27,123,1211
ENSMUSG00000002871,113,97,90,50,173,171,147,130,1,7,133
ENSMUSG00000002881,30,48,25,75,103,104,219,127,23,32,427
ENSMUSG00000002885,6,9,1,20,68,67,142,92,6,28,464
ENSMUSG00000002897,77,62,36,97,138,90,207,50,19,46,262
ENSMUSG00000002900,172,151,152,280,348,252,414,255,12,85,849
ENSMUSG00000002908,43,23,28,18,17,27,72,19,5,7,45
ENSMUSG00000002910,142,127,113,22,74,123,65,102,0,8,67
ENSMUSG00000002930,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002944,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002948,719,636,543,294,653,645,547,376,20,34,425
ENSMUSG00000002949,1395,1018,1121,882,1384,1036,1677,846,20,106,990
ENSMUSG00000002957,623,504,470,699,912,712,1075,471,37,116,572
ENSMUSG00000002963,269,217,217,193,270,223,263,166,4,32,223
ENSMUSG00000002968,240,295,149,200,192,328,280,129,17,48,153
ENSMUSG00000002980,204,203,176,198,189,156,260,64,65,77,319
ENSMUSG00000002981,706,706,563,683,1020,999,1280,440,65,141,787
ENSMUSG00000002983,283,177,222,286,432,369,415,242,24,38,283
ENSMUSG00000002984,3599,3504,2338,483,2222,3957,1356,2031,22,56,599
ENSMUSG00000002985,5010,4011,3632,4865,5413,4267,5854,2129,128,344,1794
ENSMUSG00000002992,11,8,9,14,19,12,12,8,0,0,7
ENSMUSG00000002996,246,208,173,81,297,280,212,175,4,17,102
ENSMUSG00000002997,8,10,4,15,15,15,24,16,0,2,10
ENSMUSG00000003031,1474,1062,935,218,1117,1302,1003,1128,2,35,954
ENSMUSG00000003032,3829,3063,2938,4695,7427,5768,5128,2635,117,193,779
ENSMUSG00000003033,864,673,620,705,856,838,1027,534,58,82,649
ENSMUSG00000003037,3014,2249,2386,2958,3782,2791,5130,1767,153,380,2371
ENSMUSG00000003038,8557,8243,6089,7009,9703,9943,10697,5370,367,854,5375
ENSMUSG00000003039,2484,1850,2035,3096,3455,2308,3610,1306,95,243,1273
ENSMUSG00000003051,20,11,14,28,20,56,57,19,1,2,38
ENSMUSG00000003053,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003062,228,187,116,111,151,287,230,240,3,19,98
ENSMUSG00000003068,422,379,297,445,637,569,665,248,20,67,431
ENSMUSG00000003070,237,211,137,65,117,189,333,138,15,46,313
ENSMUSG00000003072,2075,1774,1437,2151,3039,2930,3884,1762,141,357,2116
ENSMUSG00000003099,994,1578,535,328,621,2204,808,845,8,66,480
ENSMUSG00000003119,771,725,731,940,1299,787,1649,516,69,134,743
ENSMUSG00000003123,69,54,72,130,123,103,160,40,2,17,102
ENSMUSG00000003131,401,314,265,387,491,508,695,368,11,39,442
ENSMUSG00000003134,7,16,10,7,13,26,19,17,1,1,18
ENSMUSG00000003135,355,372,237,209,354,516,398,215,8,30,180
ENSMUSG00000003153,2995,2204,1936,2437,5337,5709,2584,2060,28,180,2706
ENSMUSG00000003154,58,38,35,10,63,91,61,38,0,0,41
ENSMUSG00000003161,202,194,149,154,267,317,359,215,5,39,532
ENSMUSG00000003166,448,324,278,288,488,437,528,334,24,50,313
ENSMUSG00000003184,262,264,228,413,426,354,574,265,21,64,426
ENSMUSG00000003190,76,59,40,18,59,154,19,75,0,4,32
ENSMUSG00000003198,72,56,41,48,61,73,70,35,5,7,31
ENSMUSG00000003199,457,295,332,589,680,530,964,419,32,92,595
ENSMUSG00000003200,659,475,450,160,540,978,370,395,10,19,284
ENSMUSG00000003206,4,1,0,8,1,13,5,3,0,2,8
ENSMUSG00000003208,155,154,150,153,179,141,418,98,28,51,128
ENSMUSG00000003226,553,568,462,500,689,545,744,438,17,60,360
ENSMUSG00000003227,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003228,49,57,43,27,83,84,80,33,2,8,67
ENSMUSG00000003233,146,143,101,91,192,249,185,138,6,12,129
ENSMUSG00000003234,156,127,89,65,133,205,102,139,2,14,97
ENSMUSG00000003235,1542,1247,1145,2222,2641,1601,2899,998,182,310,1336
ENSMUSG00000003269,431,500,318,247,432,605,502,314,11,34,347
ENSMUSG00000003271,3,1,4,4,5,3,6,2,0,0,17
ENSMUSG00000003273,3,10,6,26,9,7,17,6,0,0,6
ENSMUSG00000003279,30,16,16,7,4,20,17,9,0,0,9
ENSMUSG00000003282,8,14,14,8,12,14,25,7,2,1,10
ENSMUSG00000003283,25,32,19,7,17,21,8,11,1,0,22
ENSMUSG00000003299,655,699,519,543,778,916,973,434,19,84,472
ENSMUSG00000003308,846,639,747,1114,1449,955,1579,628,48,143,872
ENSMUSG00000003309,33,32,23,64,64,40,72,22,2,7,60
ENSMUSG00000003316,2698,2119,2137,2829,4292,2307,4808,1882,139,365,2914
ENSMUSG00000003341,1,4,2,0,3,3,6,1,0,2,10
ENSMUSG00000003344,291,238,201,159,473,592,530,293,1,12,168
ENSMUSG00000003345,696,526,589,309,787,742,584,479,10,32,373
ENSMUSG00000003346,284,300,252,181,298,365,331,148,4,39,181
ENSMUSG00000003348,92,123,83,116,143,158,225,69,10,26,159
ENSMUSG00000003352,40,66,20,52,55,67,140,48,18,42,129
ENSMUSG00000003354,12,5,2,6,7,10,10,2,0,0,4
ENSMUSG00000003355,478,429,333,145,270,329,378,241,8,33,309
ENSMUSG00000003360,123,108,105,127,152,112,239,65,8,15,89
ENSMUSG00000003363,261,236,208,167,448,338,538,266,15,48,766
ENSMUSG00000003378,0,13,9,5,19,16,26,18,0,5,28
ENSMUSG00000003379,0,0,0,1,3,1,4,0,0,2,7
ENSMUSG00000003380,585,401,365,515,595,706,543,399,23,44,222
ENSMUSG00000003382,43,74,25,43,94,138,114,45,3,11,47
ENSMUSG00000003402,833,676,580,1143,1289,1157,1419,576,89,160,732
ENSMUSG00000003410,41,50,50,16,19,24,14,11,0,1,12
ENSMUSG00000003411,6,7,4,4,11,14,23,5,3,6,55
ENSMUSG00000003418,185,116,93,196,353,367,243,169,0,1,33
ENSMUSG00000003420,11,4,1,1,1,3,2,6,0,0,9
ENSMUSG00000003421,423,369,312,347,525,563,613,251,18,63,316
ENSMUSG00000003423,319,247,211,229,334,375,419,226,14,49,258
ENSMUSG00000003429,16829,14475,11831,18825,20002,17667,24683,10118,990,2755,13559
ENSMUSG00000003435,824,809,576,781,1054,992,1228,589,54,124,963
ENSMUSG00000003436,44,31,26,13,34,36,32,32,0,6,60
ENSMUSG00000003437,369,342,303,228,307,471,425,271,17,27,265
ENSMUSG00000003438,748,593,511,740,856,799,1174,398,43,107,512
ENSMUSG00000003444,302,207,185,268,360,335,367,179,22,38,220
ENSMUSG00000003452,267,196,192,212,423,319,458,278,11,22,253
ENSMUSG00000003458,61,94,53,49,60,153,60,68,0,2,43
ENSMUSG00000003464,309,268,253,157,299,328,330,179,8,30,244
ENSMUSG00000003469,6,3,5,12,6,1,15,2,4,1,13
ENSMUSG00000003476,2,1,0,0,2,2,0,1,0,0,0
ENSMUSG00000003477,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003484,0,1,0,0,0,0,0,0,0,0,1
ENSMUSG00000003500,616,455,416,930,1070,935,1417,602,32,112,784
ENSMUSG00000003505,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003518,102,79,66,61,82,85,157,64,19,40,213
ENSMUSG00000003526,140,101,104,96,95,113,133,99,7,12,64
ENSMUSG00000003527,170,123,125,153,137,184,206,93,3,30,121
ENSMUSG00000003528,572,518,440,494,592,863,780,297,34,89,420
ENSMUSG00000003531,245,191,192,138,278,284,355,203,7,19,137
ENSMUSG00000003534,158,132,128,125,299,265,265,225,1,18,368
ENSMUSG00000003541,195,126,131,251,226,191,238,133,31,52,485
ENSMUSG00000003545,2,4,3,0,5,7,1,3,0,0,1
ENSMUSG00000003546,127,109,98,101,134,122,195,88,5,15,110
ENSMUSG00000003549,232,159,161,180,331,286,320,170,17,20,203
ENSMUSG00000003555,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003559,63,42,32,10,32,53,48,42,0,3,38
ENSMUSG00000003573,66,61,36,100,91,68,135,58,2,12,62
ENSMUSG00000003575,58,75,45,41,58,96,100,25,8,14,70
ENSMUSG00000003581,69,42,43,31,81,80,89,62,1,5,44
ENSMUSG00000003585,22,18,17,31,37,32,69,30,6,11,74
ENSMUSG00000003604,288,216,209,212,439,418,476,248,10,30,215
ENSMUSG00000003617,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003623,71,74,66,60,70,99,67,52,2,10,78
ENSMUSG00000003644,640,601,550,554,970,811,1145,515,46,107,752
ENSMUSG00000003657,191,124,125,191,191,198,134,105,4,4,44
ENSMUSG00000003660,1083,1118,910,664,1211,1318,1283,719,29,114,742
ENSMUSG00000003662,253,291,213,116,270,309,220,158,6,14,144
ENSMUSG00000003665,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003680,75,67,57,46,56,63,117,21,11,17,45
ENSMUSG00000003721,140,130,95,129,181,165,228,143,7,24,113
ENSMUSG00000003731,230,217,148,79,223,314,129,210,5,8,129
ENSMUSG00000003746,21,15,17,3,4,22,12,14,0,0,7
ENSMUSG00000003752,42,40,26,48,36,61,55,38,5,8,19
ENSMUSG00000003762,64,54,68,84,76,91,103,36,15,17,79
ENSMUSG00000003778,1369,1127,1137,1051,1639,1470,1906,998,92,179,882
ENSMUSG00000003779,941,614,552,243,1008,1158,685,655,5,19,252
ENSMUSG00000003808,3506,2924,2668,4774,4367,2697,6363,1693,455,842,3806
ENSMUSG00000003809,414,315,243,201,366,430,328,295,13,30,145
ENSMUSG00000003810,183,143,115,184,220,190,303,108,10,31,169
ENSMUSG00000003812,400,362,332,533,873,679,987,353,19,54,511
ENSMUSG00000003813,631,879,445,459,616,1038,914,466,27,50,453
ENSMUSG00000003814,6509,5216,5475,7685,8736,6331,8803,3261,314,893,5510
ENSMUSG00000003824,877,712,542,574,893,948,917,555,20,39,226
ENSMUSG00000003847,144,163,130,62,105,202,173,133,3,10,133
ENSMUSG00000003848,1298,833,805,138,657,1535,447,868,7,22,249
ENSMUSG00000003849,1595,1449,1086,480,1217,1598,1161,974,12,56,609
ENSMUSG00000003863,65,71,32,61,95,58,127,31,3,16,84
ENSMUSG00000003865,154,113,105,180,189,167,342,135,17,64,410
ENSMUSG00000003868,671,569,444,203,548,778,539,369,7,28,301
ENSMUSG00000003872,5,3,4,4,9,9,18,6,1,6,23
ENSMUSG00000003873,228,309,210,267,342,369,618,133,34,43,213
ENSMUSG00000003882,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003923,933,783,679,350,826,959,752,740,19,41,338
ENSMUSG00000003929,79,86,93,81,143,122,187,104,7,16,117
ENSMUSG00000003934,20,15,16,3,14,42,11,21,0,1,15
ENSMUSG00000003948,30,15,15,15,33,46,38,31,0,5,19
ENSMUSG00000003949,10,11,8,10,11,10,0,1,0,0,1
ENSMUSG00000003955,709,509,481,344,653,690,640,585,9,38,419
ENSMUSG00000003970,17949,15181,12832,20881,22194,20249,28674,11720,1952,3260,15612
ENSMUSG00000003974,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003992,3,5,0,13,17,29,16,8,0,0,14
ENSMUSG00000004018,324,252,215,120,327,364,360,283,7,18,208
ENSMUSG00000004031,0,0,2,0,1,0,3,0,0,1,3
ENSMUSG00000004032,165,164,105,274,433,623,549,304,45,82,815
ENSMUSG00000004035,36,36,31,51,84,79,217,67,10,25,127
ENSMUSG00000004038,30,24,22,38,51,52,66,29,1,1,20
ENSMUSG00000004040,1795,1192,1235,1199,2309,1808,2206,1280,26,169,1776
ENSMUSG00000004043,18,10,5,10,25,22,11,15,2,1,24
ENSMUSG00000004044,431,435,379,1826,1724,1268,1653,460,212,484,3191
ENSMUSG00000004054,99,95,67,95,133,116,143,85,12,12,100
ENSMUSG00000004056,787,714,611,1101,1174,889,1433,589,47,192,986
ENSMUSG00000004069,379,287,219,79,289,477,141,274,3,14,128
ENSMUSG00000004070,591,458,438,365,650,525,956,412,6,52,633
ENSMUSG00000004071,261,275,217,287,454,403,496,267,11,17,277
ENSMUSG00000004085,70,61,70,168,171,145,224,89,14,17,150
ENSMUSG00000004096,2021,1612,1376,1344,2276,2044,2164,1300,65,171,1372
ENSMUSG00000004098,0,0,0,0,2,2,4,1,0,1,6
ENSMUSG00000004099,1591,1141,1127,1161,1670,1508,2116,1123,105,211,1136
ENSMUSG00000004100,1312,909,951,1335,1636,1308,1833,826,40,126,883
ENSMUSG00000004105,1,6,1,2,5,2,12,3,0,0,3
ENSMUSG00000004110,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004113,4,5,0,0,4,2,2,3,1,0,21
ENSMUSG00000004127,1017,875,870,1166,1401,974,1754,649,109,229,989
ENSMUSG00000004151,236,178,196,236,331,356,346,260,9,22,121
ENSMUSG00000004187,23,21,18,27,16,17,37,26,3,7,10
ENSMUSG00000004207,984,699,676,836,1642,1348,1465,1125,36,146,1480
ENSMUSG00000004221,99,84,66,54,84,104,120,67,2,5,60
ENSMUSG00000004231,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004233,31,40,19,24,32,32,33,12,2,2,42
ENSMUSG00000004263,195,267,82,99,92,368,200,163,15,25,113
ENSMUSG00000004264,6233,5258,4075,3969,7146,7486,7286,4182,70,369,3330
ENSMUSG00000004266,255,170,165,319,482,320,585,275,12,41,333
ENSMUSG00000004267,26,11,18,18,23,14,61,21,5,8,89
ENSMUSG00000004268,2735,2074,1552,430,1641,3334,1232,2163,4,51,652
ENSMUSG00000004270,668,581,447,623,713,705,1010,580,51,136,979
ENSMUSG00000004285,2749,2182,1900,4436,5125,4140,7282,2700,188,710,4778
ENSMUSG00000004296,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000004317,85,72,61,99,111,92,187,91,26,53,423
ENSMUSG00000004319,1253,893,957,772,1330,1032,1760,881,46,155,1424
ENSMUSG00000004328,21,27,11,17,24,30,60,18,0,7,28
ENSMUSG00000004341,15,26,8,4,10,16,6,15,0,1,0
ENSMUSG00000004344,0,0,0,0,0,0,2,0,0,0,0
ENSMUSG00000004347,2,1,3,0,3,2,8,2,0,2,8
ENSMUSG00000004356,1051,882,870,718,1231,1255,1052,792,30,83,498
ENSMUSG00000004359,10,5,6,1,15,13,6,2,0,0,0
ENSMUSG00000004360,7,4,3,2,1,1,2,0,0,0,0
ENSMUSG00000004364,1014,895,694,548,1111,1311,1010,778,26,57,585
ENSMUSG00000004366,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004371,3,5,4,11,1,10,12,7,0,1,23
ENSMUSG00000004383,93,90,84,116,120,119,158,72,6,16,109
ENSMUSG00000004393,901,718,675,977,1248,1014,1466,530,35,121,679
ENSMUSG00000004394,167,159,120,62,212,255,173,123,3,11,102
ENSMUSG00000004415,0,1,0,1,0,0,0,0,0,0,2
ENSMUSG00000004446,1376,1008,942,271,923,1621,538,904,12,36,344
ENSMUSG00000004451,181,148,119,57,167,260,210,186,4,14,246
ENSMUSG00000004455,2192,2108,1719,1721,3017,3299,3490,1903,150,273,1755
ENSMUSG00000004460,643,491,348,274,702,783,476,425,6,28,456
ENSMUSG00000004462,208,198,156,60,188,213,192,149,2,13,94
ENSMUSG00000004473,3,3,5,1,2,12,0,4,0,2,1
ENSMUSG00000004500,32,14,21,56,55,38,60,31,1,1,32
ENSMUSG00000004508,0,1,0,5,4,6,15,5,0,1,37
ENSMUSG00000004530,3105,2177,1981,2499,3616,3116,3831,2131,68,437,2792
ENSMUSG00000004535,2399,2140,1904,1998,3387,2497,2961,1649,86,217,1576
ENSMUSG00000004540,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004542,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004552,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004558,38,28,26,40,51,41,71,19,4,8,34
ENSMUSG00000004561,250,201,167,72,232,264,133,147,2,7,88
ENSMUSG00000004562,633,370,362,183,504,534,316,329,0,16,307
ENSMUSG00000004565,572,602,425,346,461,488,742,306,32,75,727
ENSMUSG00000004567,104,90,62,68,86,93,141,54,8,19,154
ENSMUSG00000004568,385,270,283,345,479,371,555,227,6,31,291
ENSMUSG00000004591,1552,1300,1340,1068,2026,1504,2041,1110,75,157,1173
ENSMUSG00000004609,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004610,1110,926,750,1471,1738,1501,2124,835,86,272,1184
ENSMUSG00000004612,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004626,806,740,601,766,817,823,1321,531,55,155,1154
ENSMUSG00000004630,1,0,1,0,0,0,0,2,0,0,3
ENSMUSG00000004631,83,54,38,13,100,173,80,130,4,2,49
ENSMUSG00000004633,6,4,0,7,17,15,36,5,0,2,25
ENSMUSG00000004637,78,59,63,54,70,63,90,53,7,9,59
ENSMUSG00000004642,1028,784,597,168,724,1011,377,721,7,29,325
ENSMUSG00000004651,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004654,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004655,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000004661,577,475,431,648,835,646,986,410,67,93,826
ENSMUSG00000004665,255,209,159,27,62,136,115,105,12,45,313
ENSMUSG00000004667,2318,1973,1629,2693,3068,2691,3238,1445,84,305,1326
ENSMUSG00000004668,0,0,3,0,0,0,0,0,0,0,0
ENSMUSG00000004677,226,143,130,218,283,205,299,173,3,31,236
ENSMUSG00000004698,1,4,0,2,4,0,1,0,0,0,8
ENSMUSG00000004707,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004709,4,0,1,1,2,0,2,0,0,0,0
ENSMUSG00000004730,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004748,217,181,131,160,236,224,300,144,7,19,118
ENSMUSG00000004768,217,160,94,61,139,221,177,129,2,2,71
ENSMUSG00000004771,468,349,309,268,535,667,498,425,9,41,522
ENSMUSG00000004788,895,829,784,1009,1238,966,1496,429,46,138,613
ENSMUSG00000004789,571,410,419,299,770,688,713,508,5,34,530
ENSMUSG00000004791,7,4,3,1,3,3,5,1,0,2,26
ENSMUSG00000004798,1,0,6,7,25,27,33,29,0,2,22
ENSMUSG00000004814,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004815,75,69,67,144,115,74,164,45,10,17,65
ENSMUSG00000004821,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004837,0,0,0,0,0,2,1,2,0,0,1
ENSMUSG00000004842,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004843,420,380,239,340,516,463,559,314,6,33,338
ENSMUSG00000004846,311,225,189,262,409,362,421,219,21,42,342
ENSMUSG00000004849,388,298,240,441,501,398,701,283,33,57,446
ENSMUSG00000004864,16,15,17,39,43,31,75,27,3,14,35
ENSMUSG00000004865,2052,1698,1685,2240,3156,2144,3698,1259,89,309,1504
ENSMUSG00000004872,0,0,0,1,2,0,4,4,0,1,5
ENSMUSG00000004880,2025,1632,1341,989,2019,2076,2286,1441,26,148,1245
ENSMUSG00000004885,2,4,0,1,3,5,8,0,0,6,32
ENSMUSG00000004891,10,7,15,19,34,27,39,20,3,5,67
ENSMUSG00000004892,0,0,1,0,0,2,1,0,0,0,2
ENSMUSG00000004894,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004895,83,106,67,36,106,145,98,64,1,9,44
ENSMUSG00000004896,95,82,77,61,105,81,107,57,7,13,55
ENSMUSG00000004897,7796,6209,5040,3229,6977,9970,6079,5603,104,316,2889
ENSMUSG00000004902,1,0,0,0,0,1,1,0,0,0,1
ENSMUSG00000004929,254,332,192,331,363,394,594,163,39,84,265
ENSMUSG00000004931,359,269,224,4,137,505,61,245,0,0,83
ENSMUSG00000004933,2,0,0,1,1,4,0,2,0,0,7
ENSMUSG00000004934,243,288,197,120,261,364,372,146,11,39,250
ENSMUSG00000004936,324,330,239,67,324,560,162,322,2,9,169
ENSMUSG00000004937,1662,1288,1248,1731,2210,1720,2752,1168,129,284,1361
ENSMUSG00000004939,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004945,660,542,465,695,819,945,1212,484,34,92,549
